totalSteps,totalDistance,calendarDate,sleepTimeSeconds,napTimeSeconds,sleepStartTimestampLocal,sleepEndTimestampLocal,deepSleepSeconds,lightSleepSeconds,remSleepSeconds,awakeSleepSeconds,averageRespirationValue,lowestRespirationValue,highestRespirationValue,awakeCount,avgSleepStress,sleepScoreFeedback,sleepScores_overall,sleepScores_remPercentage,sleepScores_lightPercentage,sleepScores_deepPercentage,sleepScores_totalDuration_qualifierKey,sleepScores_stress_qualifierKey,sleepScores_awakeCount_qualifierKey,sleepScores_overall_qualifierKey,sleepScores_remPercentage_qualifierKey,sleepScores_remPercentage_idealStartInSeconds,sleepScores_remPercentage_idealEndInSeconds,sleepScores_restlessness_qualifierKey,sleepScores_lightPercentage_qualifierKey,sleepScores_lightPercentage_idealStartInSeconds,sleepScores_lightPercentage_idealEndInSeconds,sleepScores_deepPercentage_qualifierKey,sleepScores_deepPercentage_idealStartInSeconds,sleepScores_deepPercentage_idealEndInSeconds,bodyBatteryChange,restingHeartRate,hrv_baseline_lowUpper,hrv_baseline_balancedLow,hrv_baseline_balancedUpper,hrv_status,respiration_lowestRespirationValue,respiration_highestRespirationValue,respiration_avgSleepRespirationValue,stress_maxStressLevel,stress_avgStressLevel
50495,10445,11/13/2024,32880,1800,1.73145E+12,1.73149E+12,3300,24900,4680,3120,14,9,18,5,14,NEGATIVE_LONG_BUT_DISCONTINUOUS,61,14,76,10,EXCELLENT,GOOD,POOR,FAIR,FAIR,6904.8,10192.8,POOR,FAIR,9864,21043.2,FAIR,5260.8,10850.4,77,43,73,85,155,BALANCED,8,17,14,99,32
22057,21625,11/14/2024,23520,3780,1.73155E+12,1.73157E+12,4380,16800,2340,1980,13,9,16,3,15,NEGATIVE_NOT_ENOUGH_REM,72,10,71,19,FAIR,GOOD,FAIR,FAIR,POOR,4939.2,7291.2,FAIR,FAIR,7056,15052.8,EXCELLENT,3763.2,7761.6,69,45,73,85,154,BALANCED,9,18,13,97,33
47677,39093,11/15/2024,25380,2700,1.73163E+12,1.73166E+12,4440,20100,840,2580,16,11,23,3,14,NEGATIVE_LONG_BUT_NOT_ENOUGH_REM,63,3,79,17,GOOD,GOOD,POOR,FAIR,POOR,5329.8,7867.8,FAIR,FAIR,7614,16243.2,GOOD,4060.8,8375.4,68,46,73,85,154,BALANCED,9,24,16,97,38
13827,29477,11/16/2024,21960,3900,1.73172E+12,1.73175E+12,3660,17820,480,4560,15,12,19,3,18,NEGATIVE_POOR_STRUCTURE,56,2,81,17,FAIR,FAIR,POOR,POOR,POOR,4611.6,6807.6,POOR,POOR,6588,14054.4,GOOD,3513.6,7246.8,53,50,73,85,153,BALANCED,10,19,15,99,31
44843,17736,11/17/2024,26820,0,1.7318E+12,1.73183E+12,2040,23220,1560,4320,14,10,19,6,10,NEGATIVE_LONG_BUT_POOR_QUALITY,50,6,87,8,GOOD,EXCELLENT,POOR,POOR,POOR,5632.2,8314.2,POOR,POOR,8046,17164.8,FAIR,4291.2,8850.6,69,44,73,85,153,BALANCED,9,21,14,97,32
35706,36515,11/18/2024,22140,0,1.73189E+12,1.73192E+12,3900,16800,1440,3240,14,9,19,4,24,NEGATIVE_POOR_STRUCTURE,56,7,76,18,FAIR,FAIR,POOR,POOR,POOR,4649.4,6863.4,POOR,FAIR,6642,14169.6,GOOD,3542.4,7306.2,38,49,73,84,153,BALANCED,9,19,14,99,32
31190,29685,11/19/2024,26580,0,1.73198E+12,1.732E+12,4800,17940,3840,1080,13,9,16,1,9,POSITIVE_LONG_AND_RECOVERING,83,14,67,18,GOOD,EXCELLENT,GOOD,GOOD,FAIR,5581.8,8239.8,GOOD,FAIR,7974,17011.2,EXCELLENT,4252.8,8771.4,79,45,73,85,153,BALANCED,8,17,13,99,31
15140,35047,11/20/2024,24480,0,1.73206E+12,1.73209E+12,5760,13620,5100,240,14,11,17,0,11,POSITIVE_DEEP,83,21,56,24,FAIR,EXCELLENT,EXCELLENT,GOOD,GOOD,5140.8,7588.8,EXCELLENT,EXCELLENT,7344,15667.2,EXCELLENT,3916.8,8078.4,71,44,73,85,153,BALANCED,9,17,14,99,34
58973,11450,11/21/2024,24720,0,1.73215E+12,1.73218E+12,4380,14160,6180,60,13,9,17,0,10,POSITIVE_RECOVERING,85,25,57,18,FAIR,EXCELLENT,EXCELLENT,GOOD,EXCELLENT,5191.2,7663.2,EXCELLENT,EXCELLENT,7416,15820.8,GOOD,3955.2,8157.6,76,46,74,85,152,BALANCED,9,19,13,99,35
21611,24300,11/22/2024,14280,0,1.73226E+12,1.73227E+12,3840,10440,0,360,17,12,20,0,66,NEGATIVE_SHORT_AND_POOR_QUALITY,31,0,73,27,POOR,POOR,EXCELLENT,POOR,POOR,2998.8,4426.8,EXCELLENT,FAIR,4284,9139.2,EXCELLENT,2284.8,4712.4,7,50,74,85,151,BALANCED,8,20,17,99,67
11771,4240,11/23/2024,18660,4560,1.73233E+12,1.73235E+12,3240,15420,0,540,14,9,19,0,32,NEGATIVE_SHORT_AND_NONRECOVERING,48,0,83,17,POOR,POOR,EXCELLENT,POOR,POOR,3918.6,5784.6,EXCELLENT,POOR,5598,11942.4,GOOD,2985.6,6157.8,19,50,74,85,150,UNBALANCED,9,19,14,94,43
30976,2475,11/25/2024,40680,0,1.73248E+12,1.73252E+12,6900,25800,7980,3360,14,8,18,1,12,POSITIVE_LONG_AND_RECOVERING,85,20,63,17,EXCELLENT,EXCELLENT,FAIR,GOOD,FAIR,8542.8,12610.8,FAIR,GOOD,12204,26035.2,GOOD,6508.8,13424.4,91,43,73,85,149,UNBALANCED,8,18,14,99,26
18455,4737,11/26/2024,32580,0,1.73258E+12,1.73261E+12,5520,20340,6720,720,14,9,19,0,10,POSITIVE_HIGHLY_RECOVERING,93,21,62,17,EXCELLENT,EXCELLENT,EXCELLENT,EXCELLENT,FAIR,6841.8,10099.8,GOOD,GOOD,9774,20851.2,GOOD,5212.8,10751.4,80,43,74,85,149,UNBALANCED,9,20,14,99,28
53890,4117,11/27/2024,26760,0,1.73267E+12,1.7327E+12,6240,16980,3540,360,14,10,17,1,8,POSITIVE_LONG_AND_RECOVERING,85,13,63,23,GOOD,EXCELLENT,EXCELLENT,GOOD,FAIR,5619.6,8295.6,GOOD,GOOD,8028,17126.4,EXCELLENT,4281.6,8830.8,66,44,75,86,149,UNBALANCED,9,20,14,99,37
39264,4920,11/29/2024,18660,0,1.73285E+12,1.73286E+12,4080,13320,1260,300,15,11,18,0,17,NEGATIVE_SHORT_AND_POOR_STRUCTURE,61,7,71,22,POOR,FAIR,EXCELLENT,FAIR,POOR,3918.6,5784.6,EXCELLENT,FAIR,5598,11942.4,EXCELLENT,2985.6,6157.8,48,51,72,84,151,BALANCED,9,18,15,96,46
59421,15997,11/30/2024,31140,0,1.73293E+12,1.73296E+12,2820,27240,1080,4380,15,11,19,5,32,NEGATIVE_LONG_BUT_POOR_QUALITY,46,3,87,9,EXCELLENT,POOR,POOR,POOR,POOR,6539.4,9653.4,POOR,POOR,9342,19929.6,FAIR,4982.4,10276.2,60,51,71,83,152,BALANCED,9,19,15,98,33
44131,14057,12/2/2024,24960,3900,1.7331E+12,1.73312E+12,2820,22140,0,1500,15,8,20,2,39,NEGATIVE_NOT_RESTORATIVE,47,0,89,11,FAIR,POOR,FAIR,POOR,POOR,5241.6,7737.6,FAIR,POOR,7488,15974.4,FAIR,3993.6,8236.8,27,51,71,82,151,BALANCED,8,21,15,98,33
57910,21122,12/5/2024,25740,4380,1.73336E+12,1.73339E+12,6420,17040,2280,120,14,10,17,0,16,NEGATIVE_NOT_ENOUGH_REM,76,9,66,25,FAIR,FAIR,EXCELLENT,FAIR,POOR,5405.4,7979.4,EXCELLENT,FAIR,7722,16473.6,EXCELLENT,4118.4,8494.2,60,50,72,84,152,LOW,10,19,14,99,33
42152,31507,12/6/2024,22140,0,1.73345E+12,1.73347E+12,4380,17760,0,720,14,10,18,0,16,NEGATIVE_NOT_ENOUGH_REM,58,0,80,20,FAIR,GOOD,EXCELLENT,POOR,POOR,4649.4,6863.4,EXCELLENT,POOR,6642,14169.6,EXCELLENT,3542.4,7306.2,59,48,72,84,151,LOW,9,18,14,96,27
48874,31361,12/7/2024,17383,0,1.73354E+12,1.73356E+12,3240,12000,2160,240,14,10,17,0,13,POSITIVE_SHORT_BUT_CONTINUOUS,62,12,69,19,POOR,EXCELLENT,EXCELLENT,FAIR,FAIR,3650.43,5388.73,EXCELLENT,FAIR,5214.9,11125.12,EXCELLENT,2781.28,5736.39,43,47,72,84,150,UNBALANCED,9,17,14,96,39
25839,33216,12/8/2024,14220,0,1.73362E+12,1.73364E+12,2940,11280,0,3360,14,9,19,3,24,NEGATIVE_SHORT_AND_POOR_QUALITY,40,0,79,21,POOR,FAIR,POOR,POOR,POOR,2986.2,4408.2,POOR,FAIR,4266,9100.8,EXCELLENT,2275.2,4692.6,26,53,72,83,150,UNBALANCED,8,19,14,99,33
49524,3153,12/10/2024,40800,0,1.73378E+12,1.73382E+12,4140,26520,10140,180,14,8,17,0,11,POSITIVE_OPTIMAL_STRUCTURE,92,25,65,10,EXCELLENT,EXCELLENT,EXCELLENT,EXCELLENT,EXCELLENT,8568,12648,EXCELLENT,FAIR,12240,26112,FAIR,6528,13464,88,44,71,82,151,BALANCED,8,17,14,99,36
7806,37414,12/11/2024,25740,0,1.73388E+12,1.7339E+12,3120,22080,540,1680,15,9,19,1,19,NEGATIVE_LONG_BUT_NOT_ENOUGH_REM,62,2,86,12,EXCELLENT,FAIR,FAIR,FAIR,POOR,5405.4,7979.4,FAIR,POOR,7722,16473.6,FAIR,4118.4,8494.2,56,49,70,82,151,BALANCED,9,20,15,99,48
3062,28216,12/13/2024,22740,0,1.73406E+12,1.73408E+12,1080,17220,4440,720,12,9,19,1,20,NEGATIVE_LIGHT,68,20,76,5,FAIR,FAIR,GOOD,FAIR,FAIR,4775.4,7049.4,GOOD,FAIR,6822,14553.6,POOR,3638.4,7504.2,50,54,70,82,150,UNBALANCED,8,22,12,96,45
46899,32834,12/15/2024,50340,0,1.73421E+12,1.73426E+12,4800,38940,6600,3960,14,9,21,3,22,NEGATIVE_LONG_BUT_DISCONTINUOUS,69,13,77,10,EXCELLENT,FAIR,POOR,FAIR,FAIR,10571.4,15605.4,POOR,FAIR,15102,32217.6,FAIR,8054.4,16612.2,62,56,70,82,149,LOW,8,22,14,99,30
23908,23923,12/16/2024,21120,0,1.73431E+12,1.73433E+12,2460,17880,780,1080,14,11,21,0,30,NEGATIVE_NOT_ENOUGH_REM,55,4,85,12,FAIR,POOR,EXCELLENT,POOR,POOR,4435.2,6547.2,GOOD,POOR,6336,13516.8,FAIR,3379.2,6969.6,28,57,70,81,149,LOW,9,23,14,99,42
24149,19203,12/17/2024,31903,0,1.73439E+12,1.73442E+12,4140,23520,4260,1320,14,8,23,1,25,POSITIVE_LONG_AND_CONTINUOUS,76,13,74,13,EXCELLENT,FAIR,GOOD,FAIR,FAIR,6699.63,9889.93,FAIR,FAIR,9570.9,20417.92,FAIR,5104.48,10527.99,41,57,71,82,148,LOW,8,23,14,99,43
42529,34864,12/18/2024,29326,0,1.73448E+12,1.73451E+12,2040,24720,2580,2220,14,9,23,1,32,NEGATIVE_LONG_BUT_NOT_RESTORATIVE,64,9,84,7,EXCELLENT,POOR,FAIR,FAIR,POOR,6158.46,9091.06,FAIR,POOR,8797.8,18768.64,FAIR,4692.16,9677.58,33,58,71,82,147,LOW,9,24,14,100,47
18525,38624,12/20/2024,21296,0,1.73466E+12,1.73468E+12,3420,17280,600,600,14,11,23,1,24,NEGATIVE_NOT_ENOUGH_REM,57,3,81,16,FAIR,FAIR,EXCELLENT,POOR,POOR,4472.16,6601.76,GOOD,POOR,6388.8,13629.44,GOOD,3407.36,7027.68,38,58,67,79,150,LOW,9,25,14,99,37
52462,37795,12/21/2024,30120,0,1.73474E+12,1.73477E+12,3300,22620,4200,720,14,11,22,1,19,POSITIVE_LONG_AND_CONTINUOUS,80,14,75,11,EXCELLENT,FAIR,GOOD,GOOD,FAIR,6325.2,9337.2,GOOD,FAIR,9036,19276.8,FAIR,4819.2,9939.6,58,53,67,79,150,UNBALANCED,10,22,14,99,39
43491,25261,12/23/2024,45300,0,1.7349E+12,1.73494E+12,4920,32700,7680,1260,14,9,23,2,15,NEGATIVE_LONG_BUT_RESTLESS,80,17,72,11,EXCELLENT,GOOD,FAIR,GOOD,FAIR,9513,14043,FAIR,FAIR,13590,28992,FAIR,7248,14949,79,47,66,78,147,UNBALANCED,10,24,14,99,33
23740,16296,12/24/2024,18926,1500,1.735E+12,1.73502E+12,1140,14700,3120,720,16,12,20,1,19,POSITIVE_SHORT_BUT_CONTINUOUS,63,16,78,6,POOR,FAIR,GOOD,FAIR,FAIR,3974.46,5867.06,GOOD,FAIR,5677.8,12112.64,FAIR,3028.16,6245.58,47,46,66,78,147,UNBALANCED,10,20,16,99,39
40309,10556,12/25/2024,17638,4500,1.7351E+12,1.73512E+12,5160,10200,2280,120,15,9,21,0,21,POSITIVE_SHORT_BUT_DEEP,61,13,58,29,POOR,FAIR,EXCELLENT,FAIR,FAIR,3703.98,5467.78,EXCELLENT,EXCELLENT,5291.4,11288.32,EXCELLENT,2822.08,5820.54,31,47,65,76,145,BALANCED,7,22,15,94,23
33683,32134,12/26/2024,36960,0,1.73517E+12,1.73521E+12,3180,28380,5400,1800,15,7,20,2,9,POSITIVE_LONG_AND_RECOVERING,81,15,77,9,EXCELLENT,EXCELLENT,FAIR,GOOD,FAIR,7761.6,11457.6,FAIR,FAIR,11088,23654.4,FAIR,5913.6,12196.8,62,46,65,76,145,BALANCED,10,21,15,98,29
58403,38837,12/27/2024,28440,0,1.73526E+12,1.73529E+12,3360,18660,6420,1560,15,12,20,1,15,POSITIVE_LONG_AND_REFRESHING,85,23,66,12,EXCELLENT,GOOD,GOOD,GOOD,EXCELLENT,5972.4,8816.4,FAIR,FAIR,8532,18201.6,FAIR,4550.4,9385.2,74,44,64,76,145,BALANCED,10,21,15,99,27
40522,19636,12/28/2024,28140,0,1.73535E+12,1.73538E+12,2940,20280,4920,2280,14,7,19,4,13,NEGATIVE_LONG_BUT_DISCONTINUOUS,72,17,72,10,EXCELLENT,GOOD,POOR,FAIR,FAIR,5909.4,8723.4,POOR,FAIR,8442,18009.6,FAIR,4502.4,9286.2,59,44,64,75,144,BALANCED,7,21,14,100,41
13590,25987,12/30/2024,30780,0,1.73552E+12,1.73555E+12,3480,19620,7680,1140,14,10,21,1,10,NEGATIVE_LONG_BUT_RESTLESS,88,25,64,11,EXCELLENT,EXCELLENT,GOOD,GOOD,EXCELLENT,6463.8,9541.8,FAIR,GOOD,9234,19699.2,FAIR,4924.8,10157.4,56,43,64,75,142,BALANCED,9,21,14,99,35
44954,37916,1/2/2025,46620,0,1.73576E+12,1.73581E+12,3600,34740,8280,7020,15,9,21,2,9,NEGATIVE_LONG_BUT_DISCONTINUOUS,71,18,75,8,EXCELLENT,EXCELLENT,POOR,FAIR,FAIR,9790.2,14452.2,POOR,FAIR,13986,29836.8,FAIR,7459.2,15384.6,94,44,64,75,140,BALANCED,8,21,15,96,30
50902,6184,1/3/2025,26460,0,1.73586E+12,1.73588E+12,2940,21480,2040,420,14,9,18,0,19,NEGATIVE_LONG_BUT_NOT_ENOUGH_REM,72,8,81,11,GOOD,FAIR,EXCELLENT,FAIR,POOR,5556.6,8202.6,EXCELLENT,POOR,7938,16934.4,FAIR,4233.6,8731.8,52,49,64,75,140,BALANCED,9,17,14,99,45
40771,38337,1/4/2025,26220,3900,1.73596E+12,1.73598E+12,6180,16920,3120,180,13,8,17,0,21,POSITIVE_LONG_AND_DEEP,78,12,65,24,GOOD,FAIR,EXCELLENT,FAIR,FAIR,5506.2,8128.2,EXCELLENT,FAIR,7866,16780.8,EXCELLENT,4195.2,8652.6,88,45,64,75,139,BALANCED,8,17,13,99,29
50057,33259,1/5/2025,31320,0,1.73604E+12,1.73607E+12,5580,21660,4080,360,13,7,18,0,16,POSITIVE_LONG_AND_CONTINUOUS,85,13,69,18,EXCELLENT,FAIR,EXCELLENT,GOOD,FAIR,6577.2,9709.2,EXCELLENT,FAIR,9396,20044.8,GOOD,5011.2,10335.6,63,50,65,75,139,BALANCED,7,19,13,99,40
44617,13121,1/6/2025,32280,0,1.73612E+12,1.73616E+12,6300,22320,3660,1200,14,10,17,2,16,POSITIVE_LONG_AND_DEEP,82,11,69,20,EXCELLENT,FAIR,FAIR,GOOD,FAIR,6778.8,10006.8,FAIR,FAIR,9684,20659.2,EXCELLENT,5164.8,10652.4,72,48,64,75,138,BALANCED,9,17,14,100,30
